,defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory,def_wyck_names,first_index,compound_name,composition,isbinary,dataset_name
402,V_Fe,19,0,4.0694,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe19,116,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
403,V_Fe,10,0,3.8032,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe10,107,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
404,V_Fe,6,0,3.9042,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe6,103,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
405,V_Fe,28,0,3.8416,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe28,125,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
406,V_Fe,8,0,4.0336,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe8,105,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
407,V_Fe,26,0,3.9796,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe26,123,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
408,V_Fe,21,0,4.52,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe21,118,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
409,V_Fe,23,0,4.7009,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe23,120,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
410,V_Fe,13,0,4.9999,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe13,110,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
411,V_Fe,12,0,4.0278,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe12,109,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
412,V_Fe,27,0,4.1934,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe27,124,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
413,V_Fe,22,0,4.6387,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe22,119,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
414,V_Fe,18,0,4.1756,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe18,115,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
415,V_Fe,24,0,4.4473,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe24,121,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
416,V_Fe,25,0,4.2227,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe25,122,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
417,V_Fe,4,0,3.7937,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe4,101,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
418,V_Fe,9,0,4.1149,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe9,106,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
419,V_Fe,11,0,4.0438,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe11,108,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
420,V_Fe,20,0,3.9944,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe20,117,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
421,V_Fe,3,0,4.1917,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Fe3,100,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
422,V_Ba,9,0,6.5377,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba9,8,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
423,V_Ba,18,0,6.7568,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba18,17,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
424,V_Ba,8,0,6.4385,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba8,7,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
425,V_Ba,17,0,6.71,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba17,16,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
426,V_Ba,28,0,6.4267,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba28,27,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
427,V_Ba,1,0,6.6956,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba1,0,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
428,V_Ba,12,0,6.6133,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba12,11,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
429,V_Ba,25,0,6.6515,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba25,24,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
430,V_Ba,6,0,6.8551,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba6,5,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
431,V_Ba,19,0,6.6382,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba19,18,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
432,V_Ba,11,0,6.5607,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba11,10,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
433,V_Ba,23,0,6.637,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba23,22,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
434,V_Ba,21,0,6.6537,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba21,20,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
435,V_Ba,10,0,6.6425,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba10,9,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
436,V_Ba,24,0,6.527,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba24,23,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
437,V_Ba,26,0,6.1708,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba26,25,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
438,V_Ba,3,0,6.7562,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba3,2,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
439,V_Ba,15,0,6.8926,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba15,14,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
440,V_Ba,2,0,6.5593,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba2,1,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
441,V_Ba,5,0,6.4706,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba5,4,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
442,V_Ba,27,0,6.6439,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba27,26,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
443,V_Ba,16,0,6.9393,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba16,15,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
444,V_Ba,4,0,6.5745,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba4,3,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
445,V_Ba,20,0,6.6276,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba20,19,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
446,V_Ba,7,0,6.5979,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba7,6,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
447,V_Ba,14,0,6.9942,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba14,13,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
448,V_Ba,22,0,6.6207,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U,Ba22,21,NREL_MatDb.0185027,Ba2 Fe2 O5,False,Paper1
449,V_O,3,0,5.7039,,,,,,,Fe1Nb2O6,1.6559,-2.6231,7.846,DFT_PBE_U,O3,28,NREL_MatDb.0176178,Fe1 Nb2 O6,False,Paper1
450,V_O,2,0,5.0063,,,,,,,Fe1Nb2O6,1.6559,-2.6231,7.846,DFT_PBE_U,O2,20,NREL_MatDb.0176178,Fe1 Nb2 O6,False,Paper1
451,V_O,1,0,5.2949,,,,,,,Fe1Nb2O6,1.6559,-2.6231,7.846,DFT_PBE_U,O1,12,NREL_MatDb.0176178,Fe1 Nb2 O6,False,Paper1
452,V_Nb,1,0,8.2164,,,,,,,Fe1Nb2O6,1.6559,-2.6231,7.846,DFT_PBE_U,Nb1,0,NREL_MatDb.0176178,Fe1 Nb2 O6,False,Paper1
453,V_Fe,1,0,2.8505,,,,,,,Fe1Nb2O6,1.6559,-2.6231,7.846,DFT_PBE_U,Fe1,8,NREL_MatDb.0176178,Fe1 Nb2 O6,False,Paper1
454,V_O,1,0,4.4315,,,,,,,Mn1O1,0.7035,-2.0487,1.412,DFT_PBE_U,O1,2,NREL_MatDb.0010438,Mn1 O1,True,Paper1
455,V_Mn,1,0,4.522,,,,,,,Mn1O1,0.7035,-2.0487,1.412,DFT_PBE_U,Mn1,0,NREL_MatDb.0010438,Mn1 O1,True,Paper1
456,V_O,1,0,4.2751,,,,,,,Co1O1,1.0462,-1.4573,1.256,DFT_PBE_U,O1,4,NREL_MatDb.0010389,Co1 O1,True,Paper1
457,V_Co,1,0,3.2269,,,,,,,Co1O1,1.0462,-1.4573,1.256,DFT_PBE_U,Co1,0,NREL_MatDb.0010389,Co1 O1,True,Paper1
458,V_Sr,2,0,10.2536,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,Sr2,10,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
459,V_Sr,3,0,9.2264,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,Sr3,12,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
460,V_Sr,1,0,9.2192,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,Sr1,8,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
461,V_Sr,4,0,10.2463,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,Sr4,14,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
462,V_O,11,0,5.8118,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O11,36,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
463,V_O,14,0,5.7709,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O14,42,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
464,V_O,10,0,5.5471,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O10,34,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
465,V_O,12,0,5.5958,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O12,38,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
466,V_O,13,0,5.6843,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O13,40,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
467,V_O,9,0,5.4793,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O9,32,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
468,V_O,1,0,5.731,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O1,16,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
469,V_O,7,0,5.2334,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O7,28,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
470,V_O,4,0,5.8478,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O4,22,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
471,V_O,2,0,5.4724,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O2,18,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
472,V_O,5,0,5.6802,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O5,24,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
473,V_O,3,0,5.5227,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O3,20,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
474,V_O,6,0,5.6932,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O6,26,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
475,V_O,8,0,5.7292,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,O8,30,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
476,V_Nb,2,0,12.959,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,Nb2,2,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
477,V_Nb,3,0,16.6652,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,Nb3,4,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
478,V_Nb,1,0,16.3751,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,Nb1,0,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
479,V_Nb,4,0,13.9087,,,,,,,Nb2O7Sr2,2.6865,-3.2126,2.22,DFT_PBE_U,Nb4,6,NREL_MatDb.0290243,Nb2 O7 Sr2,False,Paper1
480,V_O,1,0,2.704,,,,,,,Mn1Ni1O3,1.5539,-1.6467,9.716,DFT_PBE_U,O1,4,NREL_MatDb.0012011,Mn1 Ni1 O3,False,Paper1
481,V_Ni,1,0,4.4961,,,,,,,Mn1Ni1O3,1.5539,-1.6467,9.716,DFT_PBE_U,Ni1,2,NREL_MatDb.0012011,Mn1 Ni1 O3,False,Paper1
482,V_Mn,1,0,8.4909,,,,,,,Mn1Ni1O3,1.5539,-1.6467,9.716,DFT_PBE_U,Mn1,0,NREL_MatDb.0012011,Mn1 Ni1 O3,False,Paper1
483,V_O,2,0,6.7049,,,,,,,La2O3,4.0199,-3.7723,5.194,DFT_PBE_U,O2,3,NREL_MatDb.0289934,La2 O3,True,Paper1
484,V_O,1,0,6.3604,,,,,,,La2O3,4.0199,-3.7723,5.194,DFT_PBE_U,O1,2,NREL_MatDb.0289934,La2 O3,True,Paper1
485,V_La,1,0,12.7599,,,,,,,La2O3,4.0199,-3.7723,5.194,DFT_PBE_U,La1,0,NREL_MatDb.0289934,La2 O3,True,Paper1
486,V_Y,1,0,12.5851,,,,,,,Fe5O12Y3,1.7684,-2.6017,7.429,DFT_PBE_U,Y1,0,NREL_MatDb.0162642,Fe5 O12 Y3,False,Paper1
487,V_O,1,0,3.958,,,,,,,Fe5O12Y3,1.7684,-2.6017,7.429,DFT_PBE_U,O1,32,NREL_MatDb.0162642,Fe5 O12 Y3,False,Paper1
488,V_Fe,1,0,7.8029,,,,,,,Fe5O12Y3,1.7684,-2.6017,7.429,DFT_PBE_U,Fe1,12,NREL_MatDb.0162642,Fe5 O12 Y3,False,Paper1
489,V_Fe,2,0,6.495,,,,,,,Fe5O12Y3,1.7684,-2.6017,7.429,DFT_PBE_U,Fe2,20,NREL_MatDb.0162642,Fe5 O12 Y3,False,Paper1
490,V_O,3,0,2.8799,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,O3,11,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
491,V_O,2,0,3.16,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,O2,9,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
492,V_O,4,0,2.9978,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,O4,15,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
493,V_O,1,0,2.7992,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,O1,7,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
494,V_Mn,4,0,4.8021,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,Mn4,3,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
495,V_Mn,2,0,5.743,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,Mn2,1,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
496,V_Mn,5,0,4.6919,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,Mn5,5,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
497,V_Mn,1,0,5.9376,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,Mn1,0,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
498,V_Mn,3,0,5.6481,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,Mn3,2,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
499,V_La,1,0,10.0126,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U,La1,19,NREL_MatDb.0193122,La1 Mn7 O12,False,Paper1
500,V_Ti,1,0,14.4491,,,,,,,Ba1O9Ti4,2.8598,-3.3199,6.206,DFT_PBE_U,Ti1,20,NREL_MatDb.0108699,Ba1 O9 Ti4,False,Paper1
501,V_Ti,2,0,15.2226,,,,,,,Ba1O9Ti4,2.8598,-3.3199,6.206,DFT_PBE_U,Ti2,24,NREL_MatDb.0108699,Ba1 O9 Ti4,False,Paper1
502,V_O,5,0,6.0716,,,,,,,Ba1O9Ti4,2.8598,-3.3199,6.206,DFT_PBE_U,O5,18,NREL_MatDb.0108699,Ba1 O9 Ti4,False,Paper1
503,V_O,2,0,5.2112,,,,,,,Ba1O9Ti4,2.8598,-3.3199,6.206,DFT_PBE_U,O2,6,NREL_MatDb.0108699,Ba1 O9 Ti4,False,Paper1
504,V_O,4,0,5.3589,,,,,,,Ba1O9Ti4,2.8598,-3.3199,6.206,DFT_PBE_U,O4,14,NREL_MatDb.0108699,Ba1 O9 Ti4,False,Paper1
505,V_O,1,0,5.435,,,,,,,Ba1O9Ti4,2.8598,-3.3199,6.206,DFT_PBE_U,O1,2,NREL_MatDb.0108699,Ba1 O9 Ti4,False,Paper1
506,V_Ba,1,0,9.1164,,,,,,,Ba1O9Ti4,2.8598,-3.3199,6.206,DFT_PBE_U,Ba1,0,NREL_MatDb.0108699,Ba1 O9 Ti4,False,Paper1
507,V_Ti,1,0,14.6727,,,,,,,O7Sr3Ti2,2.0175,-3.3976,2.203,DFT_PBE_U,Ti1,10,NREL_MatDb.0111479,O7 Sr3 Ti2,False,Paper1
508,V_Sr,1,0,8.8725,,,,,,,O7Sr3Ti2,2.0175,-3.3976,2.203,DFT_PBE_U,Sr1,7,NREL_MatDb.0111479,O7 Sr3 Ti2,False,Paper1
509,V_Sr,2,0,8.213,,,,,,,O7Sr3Ti2,2.0175,-3.3976,2.203,DFT_PBE_U,Sr2,8,NREL_MatDb.0111479,O7 Sr3 Ti2,False,Paper1
510,V_O,3,0,5.4334,,,,,,,O7Sr3Ti2,2.0175,-3.3976,2.203,DFT_PBE_U,O3,3,NREL_MatDb.0111479,O7 Sr3 Ti2,False,Paper1
511,V_O,2,0,5.393,,,,,,,O7Sr3Ti2,2.0175,-3.3976,2.203,DFT_PBE_U,O2,1,NREL_MatDb.0111479,O7 Sr3 Ti2,False,Paper1
512,V_O,1,0,5.1173,,,,,,,O7Sr3Ti2,2.0175,-3.3976,2.203,DFT_PBE_U,O1,0,NREL_MatDb.0111479,O7 Sr3 Ti2,False,Paper1
513,V_Y,1,0,11.4209,,,,,,,Co1O3Y1,0.9879,-2.6355,9.508,DFT_PBE_U,Y1,0,NREL_MatDb.0155205,Co1 O3 Y1,False,Paper1
514,V_O,2,0,2.5041,,,,,,,Co1O3Y1,0.9879,-2.6355,9.508,DFT_PBE_U,O2,12,NREL_MatDb.0155205,Co1 O3 Y1,False,Paper1
515,V_O,1,0,2.4751,,,,,,,Co1O3Y1,0.9879,-2.6355,9.508,DFT_PBE_U,O1,8,NREL_MatDb.0155205,Co1 O3 Y1,False,Paper1
516,V_Co,1,0,3.9213,,,,,,,Co1O3Y1,0.9879,-2.6355,9.508,DFT_PBE_U,Co1,4,NREL_MatDb.0155205,Co1 O3 Y1,False,Paper1
517,V_O,1,0,5.1318,,,,,,,Ba1Mn1O2,1.7167,-2.5015,0.986,DFT_PBE_U,O1,6,NREL_MatDb.0012370,Ba1 Mn1 O2,False,Paper1
518,V_Mn,1,0,3.0841,,,,,,,Ba1Mn1O2,1.7167,-2.5015,0.986,DFT_PBE_U,Mn1,18,NREL_MatDb.0012370,Ba1 Mn1 O2,False,Paper1
519,V_Ba,1,0,5.0824,,,,,,,Ba1Mn1O2,1.7167,-2.5015,0.986,DFT_PBE_U,Ba1,0,NREL_MatDb.0012370,Ba1 Mn1 O2,False,Paper1
520,V_Ti,1,0,14.1137,,,,,,,Ba1O3Ti1,1.8599,-3.3675,2.167,DFT_PBE_U,Ti1,1,NREL_MatDb.0010375,Ba1 O3 Ti1,False,Paper1
521,V_O,2,0,5.4037,,,,,,,Ba1O3Ti1,1.8599,-3.3675,2.167,DFT_PBE_U,O2,3,NREL_MatDb.0010375,Ba1 O3 Ti1,False,Paper1
522,V_O,1,0,5.3369,,,,,,,Ba1O3Ti1,1.8599,-3.3675,2.167,DFT_PBE_U,O1,2,NREL_MatDb.0010375,Ba1 O3 Ti1,False,Paper1
523,V_Ba,1,0,8.7729,,,,,,,Ba1O3Ti1,1.8599,-3.3675,2.167,DFT_PBE_U,Ba1,0,NREL_MatDb.0010375,Ba1 O3 Ti1,False,Paper1
524,V_O,3,0,1.9811,,,,,,,Ba2Co1O4,1.2336,-2.3476,5.81,DFT_PBE_U,O3,20,NREL_MatDb.0169661,Ba2 Co1 O4,False,Paper1
525,V_O,2,0,2.3064,,,,,,,Ba2Co1O4,1.2336,-2.3476,5.81,DFT_PBE_U,O2,16,NREL_MatDb.0169661,Ba2 Co1 O4,False,Paper1
526,V_O,4,0,1.9508,,,,,,,Ba2Co1O4,1.2336,-2.3476,5.81,DFT_PBE_U,O4,24,NREL_MatDb.0169661,Ba2 Co1 O4,False,Paper1
527,V_O,1,0,2.0999,,,,,,,Ba2Co1O4,1.2336,-2.3476,5.81,DFT_PBE_U,O1,12,NREL_MatDb.0169661,Ba2 Co1 O4,False,Paper1
528,V_Co,1,0,7.3125,,,,,,,Ba2Co1O4,1.2336,-2.3476,5.81,DFT_PBE_U,Co1,0,NREL_MatDb.0169661,Ba2 Co1 O4,False,Paper1
529,V_Ba,2,0,7.9429,,,,,,,Ba2Co1O4,1.2336,-2.3476,5.81,DFT_PBE_U,Ba2,8,NREL_MatDb.0169661,Ba2 Co1 O4,False,Paper1
530,V_Ba,1,0,7.233,,,,,,,Ba2Co1O4,1.2336,-2.3476,5.81,DFT_PBE_U,Ba1,4,NREL_MatDb.0169661,Ba2 Co1 O4,False,Paper1
531,V_O,2,0,1.712,,,,,,,Ba1Mn2O8,1.732,-1.4768,9.276,DFT_PBE_U,O2,14,NREL_MatDb.0185408,Ba1 Mn2 O8,False,Paper1
532,V_O,1,0,0.6038,,,,,,,Ba1Mn2O8,1.732,-1.4768,9.276,DFT_PBE_U,O1,6,NREL_MatDb.0185408,Ba1 Mn2 O8,False,Paper1
533,V_Mn,1,0,5.1192,,,,,,,Ba1Mn2O8,1.732,-1.4768,9.276,DFT_PBE_U,Mn1,0,NREL_MatDb.0185408,Ba1 Mn2 O8,False,Paper1
534,V_Ba,1,0,11.7679,,,,,,,Ba1Mn2O8,1.732,-1.4768,9.276,DFT_PBE_U,Ba1,4,NREL_MatDb.0185408,Ba1 Mn2 O8,False,Paper1
535,V_Ti,1,0,15.48,,,,,,,Mg1O5Ti2,2.8751,-3.2744,3.907,DFT_PBE_U,Ti1,12,NREL_MatDb.0290080,Mg1 O5 Ti2,False,Paper1
536,V_O,3,0,6.2716,,,,,,,Mg1O5Ti2,2.8751,-3.2744,3.907,DFT_PBE_U,O3,10,NREL_MatDb.0290080,Mg1 O5 Ti2,False,Paper1
537,V_O,2,0,5.5099,,,,,,,Mg1O5Ti2,2.8751,-3.2744,3.907,DFT_PBE_U,O2,6,NREL_MatDb.0290080,Mg1 O5 Ti2,False,Paper1
538,V_O,1,0,5.6623,,,,,,,Mg1O5Ti2,2.8751,-3.2744,3.907,DFT_PBE_U,O1,2,NREL_MatDb.0290080,Mg1 O5 Ti2,False,Paper1
539,V_Mg,1,0,9.5832,,,,,,,Mg1O5Ti2,2.8751,-3.2744,3.907,DFT_PBE_U,Mg1,0,NREL_MatDb.0290080,Mg1 O5 Ti2,False,Paper1
540,V_O,3,0,2.2759,,,,,,,La1Mn2O5,1.4015,-2.6116,3.983,DFT_PBE_U,O3,16,NREL_MatDb.0163417,La1 Mn2 O5,False,Paper1
541,V_O,2,0,3.1434,,,,,,,La1Mn2O5,1.4015,-2.6116,3.983,DFT_PBE_U,O2,12,NREL_MatDb.0163417,La1 Mn2 O5,False,Paper1
542,V_O,4,0,2.9048,,,,,,,La1Mn2O5,1.4015,-2.6116,3.983,DFT_PBE_U,O4,20,NREL_MatDb.0163417,La1 Mn2 O5,False,Paper1
543,V_O,1,0,3.6029,,,,,,,La1Mn2O5,1.4015,-2.6116,3.983,DFT_PBE_U,O1,8,NREL_MatDb.0163417,La1 Mn2 O5,False,Paper1
544,V_Mn,2,0,8.2704,,,,,,,La1Mn2O5,1.4015,-2.6116,3.983,DFT_PBE_U,Mn2,4,NREL_MatDb.0163417,La1 Mn2 O5,False,Paper1
545,V_Mn,1,0,8.341,,,,,,,La1Mn2O5,1.4015,-2.6116,3.983,DFT_PBE_U,Mn1,0,NREL_MatDb.0163417,La1 Mn2 O5,False,Paper1
546,V_La,1,0,13.0554,,,,,,,La1Mn2O5,1.4015,-2.6116,3.983,DFT_PBE_U,La1,28,NREL_MatDb.0163417,La1 Mn2 O5,False,Paper1
