,defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory,def_wyck_names,first_index,compound_name,composition,isbinary,dataset_name
0,V_O,3,0,4.4697,,,,,,,Nb2Ni4O9,2.0997,-2.0509,4.968,DFT_PBE_U,O3,36,NREL_MatDb.0149894,Nb2 Ni4 O9,False,Paper1
1,V_O,5,0,4.711,,,,,,,Nb2Ni4O9,2.0997,-2.0509,4.968,DFT_PBE_U,O5,52,NREL_MatDb.0149894,Nb2 Ni4 O9,False,Paper1
2,V_O,2,0,4.9911,,,,,,,Nb2Ni4O9,2.0997,-2.0509,4.968,DFT_PBE_U,O2,28,NREL_MatDb.0149894,Nb2 Ni4 O9,False,Paper1
3,V_O,4,0,4.9735,,,,,,,Nb2Ni4O9,2.0997,-2.0509,4.968,DFT_PBE_U,O4,44,NREL_MatDb.0149894,Nb2 Ni4 O9,False,Paper1
4,V_O,1,0,4.8417,,,,,,,Nb2Ni4O9,2.0997,-2.0509,4.968,DFT_PBE_U,O1,24,NREL_MatDb.0149894,Nb2 Ni4 O9,False,Paper1
5,V_Ni,1,0,3.5937,,,,,,,Nb2Ni4O9,2.0997,-2.0509,4.968,DFT_PBE_U,Ni1,0,NREL_MatDb.0149894,Nb2 Ni4 O9,False,Paper1
6,V_Ni,2,0,3.7881,,,,,,,Nb2Ni4O9,2.0997,-2.0509,4.968,DFT_PBE_U,Ni2,8,NREL_MatDb.0149894,Nb2 Ni4 O9,False,Paper1
7,V_Nb,1,0,13.6482,,,,,,,Nb2Ni4O9,2.0997,-2.0509,4.968,DFT_PBE_U,Nb1,16,NREL_MatDb.0149894,Nb2 Ni4 O9,False,Paper1
8,V_O,3,0,2.6124,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,O3,8,NREL_MatDb.0125741,Mn1 O2,True,Paper1
9,V_O,2,0,2.248,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,O2,6,NREL_MatDb.0125741,Mn1 O2,True,Paper1
10,V_O,4,0,2.7197,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,O4,10,NREL_MatDb.0125741,Mn1 O2,True,Paper1
11,V_O,1,0,2.0803,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,O1,4,NREL_MatDb.0125741,Mn1 O2,True,Paper1
12,V_Mn,2,0,9.8667,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,Mn2,2,NREL_MatDb.0125741,Mn1 O2,True,Paper1
13,V_Mn,1,0,9.9623,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,Mn1,0,NREL_MatDb.0125741,Mn1 O2,True,Paper1
14,V_O,1,0,1.7236,,,,,,,Co1O2,1.2038,-1.0491,12.557,DFT_PBE_U,O1,1,NREL_MatDb.0187243,Co1 O2,True,Paper1
15,V_Co,1,0,6.9275,,,,,,,Co1O2,1.2038,-1.0491,12.557,DFT_PBE_U,Co1,0,NREL_MatDb.0187243,Co1 O2,True,Paper1
16,V_O,1,0,2.8808,,,,,,,Mn1Ni1O3,1.513,-1.6611,6.907,DFT_PBE_U,O1,4,NREL_MatDb.0012072,Mn1 Ni1 O3,False,Paper1
17,V_Ni,1,0,4.7032,,,,,,,Mn1Ni1O3,1.513,-1.6611,6.907,DFT_PBE_U,Ni1,2,NREL_MatDb.0012072,Mn1 Ni1 O3,False,Paper1
18,V_Mn,1,0,8.73,,,,,,,Mn1Ni1O3,1.513,-1.6611,6.907,DFT_PBE_U,Mn1,0,NREL_MatDb.0012072,Mn1 Ni1 O3,False,Paper1
19,V_O,1,0,6.2195,,,,,,,Al2Co1O4,3.1976,-2.9223,11.407,DFT_PBE_U,O1,6,NREL_MatDb.0009491,Al2 Co1 O4,False,Paper1
20,V_Co,1,0,5.3779,,,,,,,Al2Co1O4,3.1976,-2.9223,11.407,DFT_PBE_U,Co1,4,NREL_MatDb.0009491,Al2 Co1 O4,False,Paper1
21,V_Al,1,0,10.4965,,,,,,,Al2Co1O4,3.1976,-2.9223,11.407,DFT_PBE_U,Al1,0,NREL_MatDb.0009491,Al2 Co1 O4,False,Paper1
22,V_O,6,0,5.9504,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,O6,28,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
23,V_O,3,0,3.7559,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,O3,16,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
24,V_O,5,0,3.3084,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,O5,24,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
25,V_O,2,0,5.5057,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,O2,12,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
26,V_O,4,0,4.4172,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,O4,20,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
27,V_O,1,0,4.6654,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,O1,8,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
28,V_Fe,1,0,6.864,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,Fe1,0,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
29,V_Fe,2,0,7.392,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,Fe2,4,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
30,V_Al,2,0,10.9445,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,Al2,36,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
31,V_Al,1,0,11.2237,,,,,,,Al1Fe1O3,1.9542,-2.5703,12.407,DFT_PBE_U,Al1,32,NREL_MatDb.0113386,Al1 Fe1 O3,False,Paper1
32,V_O,1,0,3.7275,,,,,,,In2O3,0.9505,-1.8959,2.08,DFT_PBE_U,O1,16,NREL_MatDb.0009889,In2 O3,True,Paper1
33,V_In,2,0,9.0321,,,,,,,In2O3,0.9505,-1.8959,2.08,DFT_PBE_U,In2,4,NREL_MatDb.0009889,In2 O3,True,Paper1
34,V_In,1,0,9.102,,,,,,,In2O3,0.9505,-1.8959,2.08,DFT_PBE_U,In1,0,NREL_MatDb.0009889,In2 O3,True,Paper1
35,V_Sr,3,0,8.7532,,,,,,,Nb2O9Sr4,3.8249,-3.2261,3.993,DFT_PBE_U,Sr3,6,NREL_MatDb.0182299,Nb2 O9 Sr4,False,Paper1
36,V_Sr,1,0,10.2221,,,,,,,Nb2O9Sr4,3.8249,-3.2261,3.993,DFT_PBE_U,Sr1,0,NREL_MatDb.0182299,Nb2 O9 Sr4,False,Paper1
37,V_Sr,2,0,8.5417,,,,,,,Nb2O9Sr4,3.8249,-3.2261,3.993,DFT_PBE_U,Sr2,2,NREL_MatDb.0182299,Nb2 O9 Sr4,False,Paper1
38,V_O,2,0,5.4155,,,,,,,Nb2O9Sr4,3.8249,-3.2261,3.993,DFT_PBE_U,O2,24,NREL_MatDb.0182299,Nb2 O9 Sr4,False,Paper1
39,V_O,1,0,5.703,,,,,,,Nb2O9Sr4,3.8249,-3.2261,3.993,DFT_PBE_U,O1,12,NREL_MatDb.0182299,Nb2 O9 Sr4,False,Paper1
40,V_Nb,1,0,16.0467,,,,,,,Nb2O9Sr4,3.8249,-3.2261,3.993,DFT_PBE_U,Nb1,8,NREL_MatDb.0182299,Nb2 O9 Sr4,False,Paper1
41,V_O,28,0,3.5554,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O28,39,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
42,V_O,5,0,3.4677,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O5,6,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
43,V_O,2,0,3.1799,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O2,3,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
44,V_O,20,0,3.5007,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O20,27,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
45,V_O,16,0,3.4188,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O16,21,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
46,V_O,4,0,3.1821,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O4,5,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
47,V_O,7,0,3.14,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O7,8,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
48,V_O,1,0,3.1738,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O1,2,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
49,V_O,9,0,3.03,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O9,10,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
50,V_O,13,0,3.5548,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O13,16,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
51,V_O,12,0,3.2187,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O12,15,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
52,V_O,26,0,3.021,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O26,36,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
53,V_O,18,0,3.4508,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O18,24,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
54,V_O,10,0,2.7819,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O10,12,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
55,V_O,8,0,3.3734,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O8,9,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
56,V_O,15,0,3.5327,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O15,19,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
57,V_O,23,0,3.44,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O23,31,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
58,V_O,27,0,3.1379,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O27,37,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
59,V_O,25,0,3.1846,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O25,34,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
60,V_O,11,0,3.2083,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O11,13,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
61,V_O,6,0,3.5184,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O6,7,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
62,V_O,24,0,3.3574,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O24,33,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
63,V_O,21,0,3.1778,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O21,28,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
64,V_O,14,0,3.5017,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O14,18,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
65,V_O,17,0,3.5005,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O17,22,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
66,V_O,19,0,3.3892,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O19,25,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
67,V_O,22,0,3.4613,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O22,30,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
68,V_O,3,0,3.1986,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,O3,4,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
69,V_Fe,3,0,5.1716,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe3,42,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
70,V_Fe,14,0,6.3564,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe14,54,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
71,V_Fe,1,0,5.9559,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe1,40,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
72,V_Fe,9,0,6.6541,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe9,48,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
73,V_Fe,15,0,5.4274,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe15,55,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
74,V_Fe,8,0,5.999,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe8,47,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
75,V_Fe,6,0,5.8116,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe6,45,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
76,V_Fe,7,0,6.1325,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe7,46,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
77,V_Fe,4,0,5.6709,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe4,43,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
78,V_Fe,17,0,5.8498,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe17,58,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
79,V_Fe,10,0,6.8069,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe10,49,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
80,V_Fe,13,0,5.8713,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe13,52,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
81,V_Fe,20,0,6.1269,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe20,63,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
82,V_Fe,12,0,6.7844,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe12,51,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
83,V_Fe,16,0,5.0262,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe16,57,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
84,V_Fe,5,0,5.7493,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe5,44,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
85,V_Fe,18,0,5.9744,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe18,60,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
86,V_Fe,11,0,6.5455,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe11,50,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
87,V_Fe,19,0,6.313,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe19,61,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
88,V_Fe,2,0,6.0119,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Fe2,41,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
89,V_Ba,2,0,8.6095,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Ba2,1,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
90,V_Ba,1,0,8.8867,,,,,,,Ba1Fe12O19,1.1362,-1.8206,4.901,DFT_PBE_U,Ba1,0,NREL_MatDb.0167571,Ba1 Fe12 O19,False,Paper1
91,V_O,3,0,3.5441,,,,,,,Ba2In2O5,0.9164,-2.383,1.18,DFT_PBE_U,O3,16,NREL_MatDb.0110289,Ba2 In2 O5,False,Paper1
92,V_O,2,0,3.0675,,,,,,,Ba2In2O5,0.9164,-2.383,1.18,DFT_PBE_U,O2,12,NREL_MatDb.0110289,Ba2 In2 O5,False,Paper1
93,V_O,1,0,3.8319,,,,,,,Ba2In2O5,0.9164,-2.383,1.18,DFT_PBE_U,O1,8,NREL_MatDb.0110289,Ba2 In2 O5,False,Paper1
94,V_In,2,0,6.8893,,,,,,,Ba2In2O5,0.9164,-2.383,1.18,DFT_PBE_U,In2,6,NREL_MatDb.0110289,Ba2 In2 O5,False,Paper1
95,V_In,1,0,7.0953,,,,,,,Ba2In2O5,0.9164,-2.383,1.18,DFT_PBE_U,In1,4,NREL_MatDb.0110289,Ba2 In2 O5,False,Paper1
96,V_Ba,1,0,8.2117,,,,,,,Ba2In2O5,0.9164,-2.383,1.18,DFT_PBE_U,Ba1,0,NREL_MatDb.0110289,Ba2 In2 O5,False,Paper1
97,V_O,2,0,2.7852,,,,,,,Mn2Ni1O4,0.246,-1.8038,2.604,DFT_PBE_U,O2,10,NREL_MatDb.0011752,Mn2 Ni1 O4,False,Paper1
98,V_O,1,0,3.0575,,,,,,,Mn2Ni1O4,0.246,-1.8038,2.604,DFT_PBE_U,O1,6,NREL_MatDb.0011752,Mn2 Ni1 O4,False,Paper1
99,V_Ni,1,0,3.5078,,,,,,,Mn2Ni1O4,0.246,-1.8038,2.604,DFT_PBE_U,Ni1,0,NREL_MatDb.0011752,Mn2 Ni1 O4,False,Paper1
100,V_Mn,2,0,4.7899,,,,,,,Mn2Ni1O4,0.246,-1.8038,2.604,DFT_PBE_U,Mn2,4,NREL_MatDb.0011752,Mn2 Ni1 O4,False,Paper1
101,V_Mn,1,0,6.1185,,,,,,,Mn2Ni1O4,0.246,-1.8038,2.604,DFT_PBE_U,Mn1,2,NREL_MatDb.0011752,Mn2 Ni1 O4,False,Paper1
102,V_Ti,1,0,12.1043,,,,,,,Ni1O3Ti1,2.2791,-2.4899,12.606,DFT_PBE_U,Ti1,8,NREL_MatDb.0149539,Ni1 O3 Ti1,False,Paper1
103,V_O,1,0,5.0491,,,,,,,Ni1O3Ti1,2.2791,-2.4899,12.606,DFT_PBE_U,O1,2,NREL_MatDb.0149539,Ni1 O3 Ti1,False,Paper1
104,V_Ni,1,0,4.4184,,,,,,,Ni1O3Ti1,2.2791,-2.4899,12.606,DFT_PBE_U,Ni1,0,NREL_MatDb.0149539,Ni1 O3 Ti1,False,Paper1
105,V_O,1,0,5.0763,,,,,,,Fe1O1,1.089,-1.5245,1.259,DFT_PBE_U,O1,2,NREL_MatDb.0009684,Fe1 O1,True,Paper1
106,V_Fe,1,0,0.9293,,,,,,,Fe1O1,1.089,-1.5245,1.259,DFT_PBE_U,Fe1,0,NREL_MatDb.0009684,Fe1 O1,True,Paper1
107,V_O,2,0,3.9611,,,,,,,Ba3In2O6,0.8592,-2.4764,0.977,DFT_PBE_U,O2,9,NREL_MatDb.0109684,Ba3 In2 O6,False,Paper1
108,V_O,1,0,3.6078,,,,,,,Ba3In2O6,0.8592,-2.4764,0.977,DFT_PBE_U,O1,5,NREL_MatDb.0109684,Ba3 In2 O6,False,Paper1
109,V_In,1,0,6.942,,,,,,,Ba3In2O6,0.8592,-2.4764,0.977,DFT_PBE_U,In1,3,NREL_MatDb.0109684,Ba3 In2 O6,False,Paper1
110,V_Ba,2,0,7.8812,,,,,,,Ba3In2O6,0.8592,-2.4764,0.977,DFT_PBE_U,Ba2,1,NREL_MatDb.0109684,Ba3 In2 O6,False,Paper1
111,V_Ba,1,0,8.4077,,,,,,,Ba3In2O6,0.8592,-2.4764,0.977,DFT_PBE_U,Ba1,0,NREL_MatDb.0109684,Ba3 In2 O6,False,Paper1
112,V_Ti,1,0,15.0145,,,,,,,La2O5Ti1,3.4608,-3.7207,5.608,DFT_PBE_U,Ti1,56,NREL_MatDb.0110854,La2 O5 Ti1,False,Paper1
113,V_O,3,0,5.6119,,,,,,,La2O5Ti1,3.4608,-3.7207,5.608,DFT_PBE_U,O3,32,NREL_MatDb.0110854,La2 O5 Ti1,False,Paper1
114,V_O,5,0,5.9992,,,,,,,La2O5Ti1,3.4608,-3.7207,5.608,DFT_PBE_U,O5,48,NREL_MatDb.0110854,La2 O5 Ti1,False,Paper1
115,V_O,2,0,6.0535,,,,,,,La2O5Ti1,3.4608,-3.7207,5.608,DFT_PBE_U,O2,24,NREL_MatDb.0110854,La2 O5 Ti1,False,Paper1
116,V_O,4,0,6.7189,,,,,,,La2O5Ti1,3.4608,-3.7207,5.608,DFT_PBE_U,O4,40,NREL_MatDb.0110854,La2 O5 Ti1,False,Paper1
117,V_O,1,0,6.2634,,,,,,,La2O5Ti1,3.4608,-3.7207,5.608,DFT_PBE_U,O1,16,NREL_MatDb.0110854,La2 O5 Ti1,False,Paper1
118,V_La,1,0,13.3549,,,,,,,La2O5Ti1,3.4608,-3.7207,5.608,DFT_PBE_U,La1,0,NREL_MatDb.0110854,La2 O5 Ti1,False,Paper1
119,V_La,2,0,13.8748,,,,,,,La2O5Ti1,3.4608,-3.7207,5.608,DFT_PBE_U,La2,8,NREL_MatDb.0110854,La2 O5 Ti1,False,Paper1
120,V_O,1,0,4.0741,,,,,,,Co1Fe2O4,1.0425,-1.6518,7.653,DFT_PBE_U,O1,6,NREL_MatDb.0012299,Co1 Fe2 O4,False,Paper1
121,V_Fe,1,0,5.2435,,,,,,,Co1Fe2O4,1.0425,-1.6518,7.653,DFT_PBE_U,Fe1,0,NREL_MatDb.0012299,Co1 Fe2 O4,False,Paper1
122,V_Co,1,0,4.1191,,,,,,,Co1Fe2O4,1.0425,-1.6518,7.653,DFT_PBE_U,Co1,4,NREL_MatDb.0012299,Co1 Fe2 O4,False,Paper1
123,V_O,3,0,4.9114,,,,,,,Fe1La3O6,2.5923,-3.3277,16.224,DFT_PBE_U,O3,10,NREL_MatDb.0174252,Fe1 La3 O6,False,Paper1
124,V_O,2,0,4.98,,,,,,,Fe1La3O6,2.5923,-3.3277,16.224,DFT_PBE_U,O2,6,NREL_MatDb.0174252,Fe1 La3 O6,False,Paper1
125,V_O,4,0,5.4253,,,,,,,Fe1La3O6,2.5923,-3.3277,16.224,DFT_PBE_U,O4,12,NREL_MatDb.0174252,Fe1 La3 O6,False,Paper1
126,V_O,1,0,5.2854,,,,,,,Fe1La3O6,2.5923,-3.3277,16.224,DFT_PBE_U,O1,2,NREL_MatDb.0174252,Fe1 La3 O6,False,Paper1
127,V_La,1,0,11.767,,,,,,,Fe1La3O6,2.5923,-3.3277,16.224,DFT_PBE_U,La1,14,NREL_MatDb.0174252,Fe1 La3 O6,False,Paper1
128,V_La,2,0,12.4054,,,,,,,Fe1La3O6,2.5923,-3.3277,16.224,DFT_PBE_U,La2,18,NREL_MatDb.0174252,Fe1 La3 O6,False,Paper1
129,V_Fe,1,0,7.1256,,,,,,,Fe1La3O6,2.5923,-3.3277,16.224,DFT_PBE_U,Fe1,0,NREL_MatDb.0174252,Fe1 La3 O6,False,Paper1
130,V_O,1,0,4.2135,,,,,,,In2Mn1O4,1.035,-1.9435,1.044,DFT_PBE_U,O1,6,NREL_MatDb.0009859,In2 Mn1 O4,False,Paper1
131,V_Mn,1,0,6.2637,,,,,,,In2Mn1O4,1.035,-1.9435,1.044,DFT_PBE_U,Mn1,4,NREL_MatDb.0009859,In2 Mn1 O4,False,Paper1
132,V_In,1,0,6.3899,,,,,,,In2Mn1O4,1.035,-1.9435,1.044,DFT_PBE_U,In1,0,NREL_MatDb.0009859,In2 Mn1 O4,False,Paper1
133,V_O,1,0,4.1736,,,,,,,Mg1Mn2O4,1.4257,-2.373,3.29,DFT_PBE_U,O1,4,NREL_MatDb.0011233,Mg1 Mn2 O4,False,Paper1
134,V_Mn,1,0,5.8,,,,,,,Mg1Mn2O4,1.4257,-2.373,3.29,DFT_PBE_U,Mn1,0,NREL_MatDb.0011233,Mg1 Mn2 O4,False,Paper1
135,V_Mg,1,0,6.7836,,,,,,,Mg1Mn2O4,1.4257,-2.373,3.29,DFT_PBE_U,Mg1,12,NREL_MatDb.0011233,Mg1 Mn2 O4,False,Paper1
136,V_O,3,0,6.6203,,,,,,,Ba1La2O4,3.2494,-3.5278,1.256,DFT_PBE_U,O3,8,NREL_MatDb.icsd427481,Ba1 La2 O4,False,Paper1
137,V_O,2,0,6.4588,,,,,,,Ba1La2O4,3.2494,-3.5278,1.256,DFT_PBE_U,O2,4,NREL_MatDb.icsd427481,Ba1 La2 O4,False,Paper1
138,V_O,4,0,6.5091,,,,,,,Ba1La2O4,3.2494,-3.5278,1.256,DFT_PBE_U,O4,12,NREL_MatDb.icsd427481,Ba1 La2 O4,False,Paper1
139,V_O,1,0,6.5252,,,,,,,Ba1La2O4,3.2494,-3.5278,1.256,DFT_PBE_U,O1,0,NREL_MatDb.icsd427481,Ba1 La2 O4,False,Paper1
140,V_La,1,0,12.2848,,,,,,,Ba1La2O4,3.2494,-3.5278,1.256,DFT_PBE_U,La1,16,NREL_MatDb.icsd427481,Ba1 La2 O4,False,Paper1
141,V_La,2,0,11.5572,,,,,,,Ba1La2O4,3.2494,-3.5278,1.256,DFT_PBE_U,La2,20,NREL_MatDb.icsd427481,Ba1 La2 O4,False,Paper1
142,V_Ba,1,0,7.0487,,,,,,,Ba1La2O4,3.2494,-3.5278,1.256,DFT_PBE_U,Ba1,24,NREL_MatDb.icsd427481,Ba1 La2 O4,False,Paper1
143,V_Ti,1,0,15.2341,,,,,,,Ba1O5Ti2,2.9058,-3.3544,3.466,DFT_PBE_U,Ti1,24,NREL_MatDb.0109333,Ba1 O5 Ti2,False,Paper1
144,V_Ti,2,0,14.683,,,,,,,Ba1O5Ti2,2.9058,-3.3544,3.466,DFT_PBE_U,Ti2,28,NREL_MatDb.0109333,Ba1 O5 Ti2,False,Paper1
145,V_O,3,0,5.8221,,,,,,,Ba1O5Ti2,2.9058,-3.3544,3.466,DFT_PBE_U,O3,12,NREL_MatDb.0109333,Ba1 O5 Ti2,False,Paper1
146,V_O,5,0,5.5756,,,,,,,Ba1O5Ti2,2.9058,-3.3544,3.466,DFT_PBE_U,O5,20,NREL_MatDb.0109333,Ba1 O5 Ti2,False,Paper1
